Data_Abertura;Hora_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF;Municipio;Sigla
28/08/2023;17:53;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SCM
27/03/2023;10:47;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;BA;SALVADOR;SCM
01/02/2022;07:55;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TIM S.A.;Grande;TIM;SC;SC - INTERIOR;SCM
26/10/2023;15:34;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RS;PORTO ALEGRE;SCM
18/08/2023;14:32;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;Telefonica Brasil S.A.;Grande;Vivo;SP;SANTOS;SCM
23/04/2022;22:06;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA;ANANINDEUA;SCM
21/07/2022;11:32;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;RN;RN - INTERIOR;SCM
09/06/2023;11:58;Reclamação;Contrato;Cancelamento não realizado;Em análise;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;LONDRINA;SCM
11/04/2022;11:52;Reclamação;Contrato;Cancelamento não realizado;Pendente;SCM;TIM S.A.;Grande;TIM;RS;CANOAS;SCM
09/06/2023;08:38;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA;SALVADOR;SCM
02/02/2023;18:59;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;TIM S.A.;Grande;TIM;GO;GOIÂNIA;SCM
02/06/2023;11:19;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TIM S.A.;Grande;TIM;MG;BELO HORIZONTE;SCM
12/01/2023;13:31;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;TO;TO - INTERIOR;SCM
11/05/2023;16:49;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES;CARIACICA;SCM
29/03/2023;11:27;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM S.A.;Grande;TIM;CE;JUAZEIRO DO NORTE;SCM
14/07/2022;09:57;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SOROCABA;SCM
29/12/2022;21:32;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;RJ;NOVA IGUAÇU;SCM
09/10/2023;12:24;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TELEFONICA BRASIL S.A.;NÃO INFORMADO;Vivo;SP;SOROCABA;SCM
29/03/2022;13:58;Reclamação;Outros;Outros;Respondida;SCM;CLARO S/A;Grande;Claro;DF;BRASÍLIA;SCM
10/02/2023;11:37;Reclamação;Outros;Outros;Respondida;SCM;TIM S.A.;Grande;TIM;PR;CURITIBA;SCM
20/10/2023;14:17;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SCM
03/07/2022;22:24;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;OI S.A.;Grande;Oi;RJ;DUQUE DE CAXIAS;SCM
03/02/2023;12:42;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
10/10/2022;20:17;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;RJ;DUQUE DE CAXIAS;SCM
20/04/2022;20:38;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;RIO DE JANEIRO;SCM
29/10/2023;11:19;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TIM S.A.;Grande;TIM;MG;CONTAGEM;SCM
15/11/2023;20:43;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;SANTOS;SCM
10/08/2022;21:19;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;OI S.A.;Grande;Oi;MG;UBERLÂNDIA;SCM
22/07/2023;10:06;Reclamação;Falha;Falha/Interrupção do serviço;Em análise;SCM;CLARO S.A.;Grande;Claro;ES;VILA VELHA;SCM
01/04/2022;15:26;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SCM
24/11/2022;20:53;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;TIM S.A.;Grande;TIM;SP;SANTOS;SCM
05/04/2023;20:01;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA;FEIRA DE SANTANA;SCM
23/08/2022;12:44;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TIM S.A.;Grande;TIM;ES;CARIACICA;SCM
29/06/2022;11:18;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PA;MARABÁ;SCM
09/08/2023;14:48;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;CLARO S.A.;Grande;Claro;CE;CAUCAIA;SCM
28/06/2023;12:50;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;CONTAGEM;SCM
01/08/2023;09:13;Reclamação;Contrato; ;Pendente;SCM;TIM S.A.;Grande;TIM;RJ;RIO DE JANEIRO;SCM
26/04/2022;09:40;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA;VITÓRIA DA CONQUISTA;SCM
25/05/2022;20:05;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;ES;VITÓRIA;SCM
10/02/2023;18:15;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;MT;VÁRZEA GRANDE;SCM
01/10/2023;22:14;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;SP;SÃO PAULO;SCM
21/04/2023;16:19;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;MG;CONTAGEM;SCM
04/02/2022;16:01;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;CE;CAUCAIA;SCM
03/08/2023;22:50;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ;DUQUE DE CAXIAS;SCM
09/09/2022;15:47;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PA;MARABÁ;SCM
24/08/2022;20:51;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
30/10/2023;14:05;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;CLARO S.A.;Grande;Claro;PR;PONTA GROSSA;SCM
29/05/2022;14:37;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;BA;FEIRA DE SANTANA;SCM
05/05/2022;08:15;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Tim S.A.;Grande;TIM;RS;PORTO ALEGRE;SCM
26/02/2023;10:32;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MT;CUIABÁ;SCM
01/06/2022;15:20;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SCM
08/01/2022;18:12;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;GUARULHOS;SCM
08/08/2022;21:34;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SCM
17/10/2022;16:08;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;OI S.A.;Grande;Oi;MG;CONTAGEM;SCM
20/07/2022;20:25;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;PA;SANTARÉM;SCM
01/07/2023;16:34;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;TIM S.A.;Grande;TIM;RJ;NOVA IGUAÇU;SCM
06/04/2023;07:43;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;AP;AP - INTERIOR;SCM
13/09/2022;21:47;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;MA;IMPERATRIZ;SCM
17/10/2022;11:01;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MT;SINOP;SCM
21/05/2022;10:23;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SCM
15/09/2023;11:48;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PI;PI - INTERIOR;SCM
14/10/2023;09:52;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;GO;GOIÂNIA;SCM
02/09/2023;09:25;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SCM
06/07/2022;18:21;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MG;JUIZ DE FORA;SCM
16/02/2022;16:44;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PE;PETROLINA;SCM
01/03/2022;17:54;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM; ;Grande;Claro;CE;SOBRAL;SCM
23/06/2023;12:08;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE;RECIFE;SCM
01/05/2023;19:01;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;Claro S.A.;Grande;Claro;RS;CANOAS;SCM
27/05/2022;17:49;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;AM;ITACOATIARA;SCM
19/12/2022;11:25;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE;OLINDA;SCM
20/07/2023;09:24;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SCM
04/12/2022;19:56;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;TIM S.A.;Grande;TIM;SP;CAMPINAS;SCM
19/01/2022;18:19;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S/A;N/A;Claro;RJ;NITERÓI;SCM
26/01/2022;21:41;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;OI S.A.;Grande;Oi;SP;CAMPINAS;SCM
09/08/2023;14:17;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MG;BELO HORIZONTE;SCM
27/05/2023;17:16;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SCM
15/03/2022;08:46;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;RJ;NITERÓI;SCM
30/06/2022;07:44;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;OI S.A.;Grande;Oi;RS;PORTO ALEGRE;SCM
25/01/2023;12:14;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;CLARO S.A.;Grande;Claro;RJ;DUQUE DE CAXIAS;SCM
27/02/2022;11:32;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;Tim S.A.;Grande;TIM;MG;UBERLÂNDIA;SCM
05/03/2023;08:55;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;BA;SALVADOR;SCM
22/08/2022;18:58;Reclamação;Outros;Outros;Em análise;SCM;CLARO S/A;Grande;Claro;PI;PI - INTERIOR;SCM
28/11/2022;14:36;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO;RO - INTERIOR;SCM
23/02/2023;19:09;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;BELO HORIZONTE;SCM
14/02/2022;18:14;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;CE;JUAZEIRO DO NORTE;SCM
02/01/2023;08:53;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM S.A.;Grande;TIM;SC;SC - INTERIOR;SCM
04/01/2022;09:44;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM S.A.;Grande;TIM;CE;FORTALEZA;SCM
31/07/2022;14:12;Reclamação;Falha;Falha/Interrupção do serviço;Pendente;SCM;CLARO S.A.;Grande;Claro;GO;GOIÂNIA;SCM
03/11/2022;22:25;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;DF;BRASÍLIA;SCM
22/10/2022;11:18;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM S.A.;Grande;TIM;GO;ANÁPOLIS;SCM
12/02/2023;09:27;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MS;DOURADOS;SCM
11/06/2022;22:52;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PA;SANTARÉM;SCM
14/05/2022;22:20;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES;VITÓRIA;SCM
23/11/2023;20:01;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM S.A.;Grande;TIM;PA;MARABÁ;SCM
16/08/2022;08:47;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA;SALVADOR;SCM
08/10/2022;16:01;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;CONTAGEM;SCM
24/04/2023;07:42;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;GO;ANÁPOLIS;SCM
05/11/2023;10:36;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;CURITIBA;SCM
03/02/2022;11:25;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PA;ANANINDEUA;SCM
03/12/2022;21:19;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;MG;UBERLÂNDIA;SCM
11/12/2022;19:24;Reclamação;Velocidade;-;Respondida;SCM;SERCOMTEL S.A. - TELECOMUNICAÇÕES;NÃO INFORMADO;Sercomtel;RJ;NOVA IGUAÇU;SCM
07/07/2023;20:35;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;JUIZ DE FORA;SCM
10/10/2022;20:17;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;RJ;DUQUE DE CAXIAS;SCM
20/05/2023;09:26;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;ES;VITÓRIA;SCM
08/09/2022;11:01;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;PB;PB - INTERIOR;SCM
28/02/2023;14:39;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SANTOS;SCM
17/06/2022;13:27;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MA;IMPERATRIZ;SCM
21/02/2022;19:36;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;RS;CAXIAS DO SUL;SCM
28/09/2023;17:12;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;Tim S.A.;Grande;TIM;PA;ANANINDEUA;SCM
17/07/2023;11:53;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP;SÃO PAULO;SCM
13/04/2023;07:00;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SCM
05/03/2023;15:09;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;OI S.A.;NÃO INFORMADO;Oi;RS;PORTO ALEGRE;SCM
17/08/2022;10:56;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;MG;UBERLÂNDIA;SCM
31/07/2022;16:32;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;RS;CAXIAS DO SUL;SCM
01/10/2023;18:11;Reclamação;Outros;Outros;Respondida;SCM;TIM S.A.;Grande;TIM;SP;CAMPINAS;SCM
04/08/2023;19:12;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;MG;JUIZ DE FORA;SCM
15/07/2023;22:04;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SCM
17/06/2022;21:27;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;CAMPINAS;SCM
12/02/2022;10:58;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TIM S.A.;Grande;TIM;MG;CONTAGEM;SCM
09/12/2022;21:02;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SP;SANTOS;SCM
29/04/2023;13:05;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA;SALVADOR;SCM
07/04/2022;21:00;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM S.A.;Grande;TIM;GO;ANÁPOLIS;SCM
04/05/2022;22:09;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;RS;PORTO ALEGRE;SCM
25/09/2022;07:33;Reclamação;Outros;Outros;Respondida;SCM; ;Grande;Claro;PR;CURITIBA;SCM
05/07/2023;11:33;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S/A;Grande;Claro;SP;CAMPINAS;SCM
21/01/2022;20:54;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SCM
24/03/2022;16:56;Reclamação;Velocidade;Velocidade abaixo do contratado;Em análise;SCM;OI S.A.;Grande;Oi;SP;GUARULHOS;SCM
12/02/2023;22:43;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SCM
28/10/2022;13:48;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ;NITERÓI;SCM
04/05/2022;21:21;Reclamação;Falha; ;Respondida;SCM;OI S.A.;Grande;Oi;PE;CARUARU;SCM
30/11/2023;12:04;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;CAMPINAS;SCM
29/10/2023;20:44;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS;PELOTAS;SCM
08/08/2023;22:16;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TIM S.A.;Grande;TIM;RJ;NITERÓI;SCM
25/02/2022;10:03;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SCM
12/12/2023;14:04;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;TIM S.A.;Grande;TIM;SP;SÃO PAULO;SCM
01/07/2022;07:58;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
31/10/2022;21:52;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;CE;CAUCAIA;SCM
30/08/2023;16:44;Reclamação;Contrato;Cancelamento não realizado;Pendente;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MG;CONTAGEM;SCM
26/11/2023;18:57;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MS;TRÊS LAGOAS;SCM
21/08/2022;13:26;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE;PETROLINA;SCM
13/12/2022;07:37;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE;SOBRAL;SCM
11/08/2022;08:29;Reclamação;Atendimento;Atendimento inadequado;Em análise;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PR;PONTA GROSSA;SCM
01/10/2023;16:08;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SCM
12/06/2023;12:53;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;SC;SC - INTERIOR;SCM
10/03/2022;13:04;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ;NITERÓI;SCM
22/09/2023;09:03;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MS;TRÊS LAGOAS;SCM
29/08/2023;11:43;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SANTOS;SCM
17/05/2023;19:23;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SCM
05/04/2022;18:25;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;CLARO S.A.;Grande;Claro;AM;MANAUS;SCM
26/10/2022;19:39;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;CAMPINAS;SCM
27/05/2023;13:40;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM; ;Grande;TIM;RJ;RIO DE JANEIRO;SCM
02/03/2022;17:47;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE;CAUCAIA;SCM
10/02/2023;08:09;Reclamação;Atendimento;Atendimento inadequado;Pendente;SCM;Telefonica Brasil S.A.;Grande;Vivo;PR;MARINGÁ;SCM
29/09/2022;09:50;Reclamação;N/A;Cancelamento não realizado;Respondida;SCM;CLARO S/A;Grande;Claro;RN;RN - INTERIOR;SCM
11/09/2022;11:46;Reclamação;Cobrança;Cobrança indevida;Pendente;SCM;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SCM
16/05/2023;14:30;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;RJ;DUQUE DE CAXIAS;SCM
21/12/2023;16:16;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE;FORTALEZA;SCM
10/11/2023;14:04;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;Claro S.A.;Grande;Claro;PA;BELÉM;SCM
09/07/2023;12:33;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SCM
11/06/2023;09:58;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NITERÓI;SCM
27/07/2022;11:10;Reclamação;Atendimento;Atendimento inadequado;Em análise;SCM;CLARO S.A.;Grande;Claro;PR;CURITIBA;SCM
07/08/2023;10:08;Reclamação;Instalação;Prazo de instalação excedido;Pendente;SCM;CLARO S.A.;Grande;Claro;RN;RN - INTERIOR;SCM
10/10/2023;08:08;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S/A;Grande;Claro;RJ;NITERÓI;SCM
28/09/2023;16:28;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM S.A.;Grande;TIM;MG;CONTAGEM;SCM
20/08/2023;14:16;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM S.A.;Grande;TIM;SP;GUARULHOS;SCM
06/04/2022;14:26;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Telefonica Brasil S.A.;Grande; ;SP;SOROCABA;SCM
20/06/2023;18:38;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S/A;Grande;Claro;RS;CAXIAS DO SUL;SCM
08/06/2022;08:05;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;CE;CAUCAIA;SCM
18/05/2023;22:14;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;DF;CEILÂNDIA;SCM
12/03/2023;22:53;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SÃO PAULO;SCM
28/01/2023;11:45;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S/A;Grande;Claro;BA;VITÓRIA DA CONQUISTA;SCM
06/12/2023;18:22;Reclamação;Cobrança;NÃO INFORMADO;Em análise;SCM;TIM S.A.;Grande;TIM;MT;CUIABÁ;SCM
15/02/2023;11:52;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SCM
18/11/2022;16:55;Reclamação;Velocidade;Velocidade abaixo do contratado;Pendente;SCM;EMBRATEL S.A.;Grande;Claro;RS;PORTO ALEGRE;SCM
