Data_Abertura;Hora_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF;Municipio;Sigla
02/09/2023;07:21;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;TIM S.A.;Grande;TIM;BA;SALVADOR;SMP
20/06/2023;09:17;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;RS;PORTO ALEGRE;SMP
27/03/2023;09:29;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;PE;RECIFE;SMP
04/08/2023;09:33;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;CLARO S.A.;Grande;Claro;PI;PI - INTERIOR;SMP
15/10/2023;09:36;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;Claro S.A.;Grande;Claro;RR;RR - INTERIOR;SMP
03/05/2022;19:23;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;GO;ANÁPOLIS;SMP
29/08/2023;20:37;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;OI S.A.;Grande;Oi;PE;RECIFE;SMP
11/04/2023;16:48;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SANTOS;SMP
26/03/2022;07:06;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;GO;GOIÂNIA;SMP
17/09/2023;18:28;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;AM;PARINTINS;SMP
30/06/2022;09:12;Reclamação;Qualidade; ;Em análise;SMP;CLARO S.A.;Grande;Claro;GO;APARECIDA DE GOIÂNIA;SMP
19/05/2023;15:48;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;SP;CAMPINAS;SMP
20/09/2022;19:45;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PA;ANANINDEUA;SMP
02/03/2023;15:14;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.; ;TIM;GO;GOIÂNIA;SMP
05/11/2023;14:50;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
20/08/2023;07:47;Reclamação;Outros;Outros;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;GO;GOIÂNIA;SMP
06/09/2023;17:15;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;MT;VÁRZEA GRANDE;SMP
23/03/2023;09:23;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TIM S.A.;Grande;TIM;BA;VITÓRIA DA CONQUISTA;SMP
26/02/2022;17:55;Reclamação;N/A;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S/A;Grande;Claro;SP;SOROCABA;SMP
21/12/2023;07:24;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;GUARULHOS;SMP
21/07/2023;20:21;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TIM S.A.;Grande;TIM;SC;SC - INTERIOR;SMP
18/01/2023;18:51;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;GUARULHOS;SMP
19/05/2022;15:37;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;RS;CANOAS;SMP
03/07/2022;11:51;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SMP
28/06/2023;12:24;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TIM S.A.;Grande;TIM;SP;SANTOS;SMP
15/09/2023;18:11;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;Claro S.A.;Grande;Claro;RJ;DUQUE DE CAXIAS;SMP
16/06/2023;20:44;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;RJ;RIO DE JANEIRO;SMP
22/02/2022;16:33;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SANTOS;SMP
29/07/2023;19:20;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;Telefonica Brasil S.A.;Grande;Vivo;ES;VITÓRIA;SMP
18/02/2023;20:42;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;SANTOS;SMP
06/05/2023;21:45;Reclamação;Atendimento;Atendimento ao cliente;Pendente;SMP;OI S.A.;Grande;Oi;RR;RR - INTERIOR;SMP
16/02/2022;09:29;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;CLARO S.A.;Grande;Claro;SP;SOROCABA;SMP
25/05/2022;09:59;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;Claro S.A.;Grande;Claro;PA;BELÉM;SMP
22/01/2022;14:16;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Em análise;SMP;EMBRATEL S.A.;Grande;Claro;PB;PB - INTERIOR;SMP
03/03/2022;13:31;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;RN;RN - INTERIOR;SMP
04/01/2022;17:20;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;PE;OLINDA;SMP
25/01/2023;18:35;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;OI S.A.;Grande;Oi;SP;SOROCABA;SMP
29/04/2022;17:51;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TIM S.A.;Grande;TIM;PR;LONDRINA;SMP
05/02/2022;09:35;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TIM S.A.;Grande;TIM;SP;GUARULHOS;SMP
01/06/2022;15:05;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;TIM S.A.;Grande;TIM;SP;SÃO PAULO;SMP
26/01/2023;22:23;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;PE;PETROLINA;SMP
04/04/2023;09:04;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;PR;PONTA GROSSA;SMP
05/06/2023;17:47;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NITERÓI;SMP
14/07/2023;20:20;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SMP
03/07/2023;08:09;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
12/03/2022;21:52;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TIM S.A.;Grande;TIM;SP;SANTOS;SMP
29/08/2023;09:08;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;SP;SÃO PAULO;SMP
11/04/2023;20:44;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;PR;LONDRINA;SMP
12/02/2023;15:35;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
30/11/2022;15:09;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;PR;MARINGÁ;SMP
09/12/2023;15:32;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S/A;Grande;Claro;RJ;NITERÓI;SMP
29/06/2022;14:18;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;RO;RO - INTERIOR;SMP
12/12/2022;22:56;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;MG;BELO HORIZONTE;SMP
24/12/2023;21:41;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;MT;CUIABÁ;SMP
08/06/2023;15:59;Reclamação; ;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;BA;FEIRA DE SANTANA;SMP
29/08/2022;22:57;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;CE;FORTALEZA;SMP
01/06/2023;22:35;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RO;RO - INTERIOR;SMP
18/05/2023;17:50;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;GUARULHOS;SMP
12/12/2023;15:47;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SMP
23/07/2022;15:16;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ;RIO DE JANEIRO;SMP
12/04/2023;17:26;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SANTOS;SMP
20/01/2022;08:41;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;PI;PI - INTERIOR;SMP
14/09/2023;07:03;Reclamação;Atendimento;Atendimento ao cliente;Em análise;SMP;Claro S.A.;Grande;Claro;MG;CONTAGEM;SMP
17/04/2023;16:40;Reclamação;Outros;Outros;Respondida;SMP;TELEFONICA BRASIL S.A.; ;Vivo;SP;SOROCABA;SMP
19/11/2022;08:43;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;CURITIBA;SMP
21/01/2022;07:04;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;MS;DOURADOS;SMP
24/01/2023;12:06;Reclamação;Outros;Outros;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RS;PORTO ALEGRE;SMP
30/06/2023;15:45;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;PA;SANTARÉM;SMP
25/10/2022;20:02;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SÃO PAULO;SMP
27/07/2022;10:22;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;CLARO S.A.;Grande;Claro;GO;APARECIDA DE GOIÂNIA;SMP
04/11/2023;10:21;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MA;TIMON;SMP
15/12/2023;14:34;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;TIM S.A.;Grande;TIM;MG;CONTAGEM;SMP
03/02/2022;08:34;Reclamação;Atendimento;-;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande; ;RS;PELOTAS;SMP
15/12/2022;22:57;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NITERÓI;SMP
25/02/2023;12:26;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;Telefonica Brasil S.A.;Grande;Vivo;SP;SANTOS;SMP
17/12/2022;20:06;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;SP;GUARULHOS;SMP
08/09/2023;22:48;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;JUIZ DE FORA;SMP
05/12/2022;12:26;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
24/11/2023;13:15;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;CLARO S.A.;Grande;Claro;MG;BELO HORIZONTE;SMP
05/04/2022;12:37;Reclamação;NÃO INFORMADO;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;PR;PONTA GROSSA;SMP
14/08/2023;12:49;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;CONTAGEM;SMP
06/09/2023;09:51;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;Net Serviços De Comunicação S.A.;Grande;Claro;AM;ITACOATIARA;SMP
01/01/2023;08:48;Reclamação;N/A;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;NÃO INFORMADO;RJ;NITERÓI;SMP
13/08/2022;11:22;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SP;CAMPINAS;SMP
06/01/2022;09:34;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;LONDRINA;SMP
27/02/2022;15:02;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;BA;VITÓRIA DA CONQUISTA;SMP
03/07/2023;12:40;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;BA;SALVADOR;SMP
10/08/2023;11:50;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;EMBRATEL S.A.;Grande;Claro;PE;OLINDA;SMP
07/10/2023;08:15;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;PE;OLINDA;SMP
05/06/2022;08:05;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TIM S.A.;Grande;TIM;RS;CAXIAS DO SUL;SMP
28/09/2023;17:11;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;CLARO S.A.;Grande;Claro;PE;CARUARU;SMP
23/06/2023;20:37;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;MS;DOURADOS;SMP
09/08/2022;14:05;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;SP;CAMPINAS;SMP
04/03/2022;09:13;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TIM S.A.;Grande;TIM;SP;GUARULHOS;SMP
02/09/2023;17:07;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;RJ;NITERÓI;SMP
14/12/2022;10:34;Reclamação;Outros;Outros;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
16/05/2023;22:36;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;SP;SANTOS;SMP
18/10/2023;08:02;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;CAMPINAS;SMP
04/07/2023;20:30;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;TIM S.A.;Grande;TIM;RS;CAXIAS DO SUL;SMP
28/12/2023;13:32;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;CURITIBA;SMP
01/10/2022;14:16;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;NET SERVIÇOS DE COMUNICAÇÃO S.A.;NÃO INFORMADO;Claro;SP;GUARULHOS;SMP
08/05/2023;15:38;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;Grande;Claro;GO;APARECIDA DE GOIÂNIA;SMP
28/06/2022;17:04;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;CLARO S/A;Grande;Claro;SP;CAMPINAS;SMP
02/07/2023;11:23;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SOROCABA;SMP
16/11/2023;13:07;Reclamação;Outros;Outros;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SOROCABA;SMP
31/03/2023;21:37;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
01/10/2023;08:14;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;SP;SÃO PAULO;SMP
01/03/2022;17:25;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S/A;Grande;Claro;RN;RN - INTERIOR;SMP
26/04/2023;22:12;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;DUQUE DE CAXIAS;SMP
03/07/2022;17:48;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SMP
01/08/2023;16:43;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;BA;SALVADOR;SMP
04/04/2023;09:00;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
09/03/2022;09:57;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;LONDRINA;SMP
08/06/2022;07:20;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;CLARO S.A.;NÃO INFORMADO;Claro;SC;SC - INTERIOR;SMP
24/11/2023;20:13;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;SANTOS;SMP
21/01/2023;19:14;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
19/01/2022;21:38;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;SP;GUARULHOS;SMP
20/10/2022;09:56;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NOVA IGUAÇU;SMP
10/01/2023;20:32;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;PONTA GROSSA;SMP
07/07/2023;16:25;Reclamação;Outros;Outros;Pendente;SMP;OI S.A.;Grande;Oi;SP;CAMPINAS;SMP
16/09/2022;07:30;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;N/A;Grande;Vivo;SP;CAMPINAS;SMP
15/04/2022;19:05;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SMP
15/03/2022;13:42;Reclamação;Outros;Outros;Pendente;SMP;EMBRATEL S.A.;Grande;Claro;SP;CAMPINAS;SMP
21/08/2022;19:31;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;GO;GOIÂNIA;SMP
05/11/2022;21:52;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;SP;SANTOS;SMP
20/06/2023;07:50;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;Claro S/A;Grande;Claro;MG;CONTAGEM;SMP
12/06/2022;19:17;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;OI S.A.;Grande;Oi;GO;GOIÂNIA;SMP
12/09/2023;10:59;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;EMBRATEL S.A.;Grande;Claro;SP;SÃO PAULO;SMP
13/06/2023;07:48;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;PA;SANTARÉM;SMP
12/10/2022;09:58;Reclamação;Internet;Velocidade de internet móvel abaixo;Pendente;SMP;TIM S.A.;Grande;TIM;GO;GOIÂNIA;SMP
05/02/2022;07:41;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;MG;CONTAGEM;SMP
12/12/2023;20:32;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;OI S.A.;Grande;Oi;SP;GUARULHOS;SMP
30/01/2022;15:09;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TIM S.A.;Grande;TIM;BA;SALVADOR;SMP
22/03/2023;22:15;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;N/A;Grande;TIM;RJ;NOVA IGUAÇU;SMP
06/07/2022;07:16;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;TIM S.A.;NÃO INFORMADO;TIM;RN;RN - INTERIOR;SMP
11/09/2023;11:32;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;TIM S.A.;Grande;TIM;SP;CAMPINAS;SMP
16/03/2023;10:00;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Pendente;SMP;TIM S.A.;Grande;TIM;MG;BELO HORIZONTE;SMP
26/10/2023;07:47;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TIM S.A.;Grande;TIM;PR;MARINGÁ;SMP
07/04/2022;09:11;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;EMBRATEL S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
06/09/2023;22:25;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TIM S.A.;Grande;TIM;RJ;RIO DE JANEIRO;SMP
17/07/2023;18:39;Reclamação; ;Outros;Respondida;SMP;TIM S.A.;Grande;TIM;RS;CAXIAS DO SUL;SMP
16/05/2022;17:26;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;TIM S.A.;Grande;TIM;RJ;DUQUE DE CAXIAS;SMP
03/02/2023;18:56;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RS;CANOAS;SMP
29/05/2022;20:40;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Pendente;SMP;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SMP
07/10/2023;16:42;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PE;PETROLINA;SMP
24/08/2023;13:11;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;TIM S.A.;Grande;TIM;PR;LONDRINA;SMP
08/06/2022;15:10;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;TIM S.A.;Grande;TIM;MG;UBERLÂNDIA;SMP
01/07/2023;09:21;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;PR;PONTA GROSSA;SMP
11/01/2022;19:38;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;CLARO S.A.;Grande;Claro;SC;SC - INTERIOR;SMP
01/12/2022;11:01;Reclamação;Outros;Outros;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;SÃO PAULO;SMP
16/05/2023;10:33;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MA;SÃO LUÍS;SMP
30/03/2022;13:33;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SP;GUARULHOS;SMP
20/06/2023;19:50;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ;NOVA IGUAÇU;SMP
04/09/2023;14:17;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Em análise;SMP;CLARO S.A.;Grande;Claro;SP;GUARULHOS;SMP
15/11/2023;17:37;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Pendente;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;MG;JUIZ DE FORA;SMP
29/08/2022;22:51;Reclamação;Atendimento;Atendimento ao cliente;Pendente;SMP;SERCOMTEL S.A. - TELECOMUNICAÇÕES;Pequeno;Sercomtel;RJ;DUQUE DE CAXIAS;SMP
01/07/2023;22:26;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;AM;PARINTINS;SMP
06/08/2023;09:19;Reclamação;Internet;Velocidade de internet móvel abaixo;Respondida;SMP;Claro S.A.;Grande;Claro;ES;VITÓRIA;SMP
16/05/2022;12:37;Reclamação;Internet;Velocidade de internet móvel abaixo;Em análise;SMP;TIM S.A.;Grande;TIM;SP;SOROCABA;SMP
12/10/2023;22:55;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;SC;SC - INTERIOR;SMP
24/02/2023;22:49;Reclamação;-;Atendimento ao cliente;Respondida;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PB;PB - INTERIOR;SMP
04/11/2023;19:16;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.; ;Claro;RS;PELOTAS;SMP
02/07/2023;10:56;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RN;RN - INTERIOR;SMP
01/03/2022;18:12;Reclamação;Qualidade;Queda de sinal / cobertura inadequada;Em análise;SMP;EMBRATEL S.A.;Grande;Claro;RS;CANOAS;SMP
11/07/2023;16:47;Reclamação;Atendimento;Atendimento ao cliente;Respondida;SMP;CLARO S.A.;Grande;Claro;SP;CAMPINAS;SMP
24/09/2023;13:04;Reclamação;Portabilidade;Portabilidade numérica não efetivada;Em análise;SMP;TELEFONICA BRASIL S.A.;Grande;Vivo;PR;PONTA GROSSA;SMP
03/08/2022;15:47;Reclamação;Cobrança;Cobrança indevida / surpresa na fatura;Respondida;SMP;CLARO S.A.;Grande;Claro;RJ;NITERÓI;SMP
