id_reclamacao,id_data,id_operadora,id_uf,id_tipo,status,sigla_servico,qtd
2122,100,4,23,35,Respondida,SCM,1
2123,29,1,25,7,Respondida,SCM,1
2124,12,4,15,10,Em Análise,SCM,1
2125,412,5,16,3,Respondida,SCM,1
2126,231,3,19,35,Respondida,SCM,1
2127,492,5,10,9,Pendente,SCM,1
2128,614,1,21,35,Respondida,SCM,1
2129,394,1,10,12,Respondida,SCM,1
2130,718,5,6,2,Respondida,SCM,1
2131,141,5,6,35,Respondida,SCM,1
2132,317,5,25,4,Respondida,SCM,1
2133,465,5,21,2,Respondida,SCM,1
2134,32,4,1,12,Respondida,SCM,1
2135,654,5,17,35,Respondida,SCM,1
2136,356,1,25,4,Respondida,SCM,1
2137,230,1,25,35,Respondida,SCM,1
2138,366,2,17,35,Respondida,SCM,1
2139,125,5,19,2,Respondida,SCM,1
2140,606,4,19,9,Pendente,SCM,1
2141,291,4,5,9,Respondida,SCM,1
2142,516,1,19,29,Respondida,SCM,1
2143,76,4,24,9,Respondida,SCM,1
2144,288,4,25,2,Em Análise,SCM,1
2145,449,4,19,9,Respondida,SCM,1
2146,145,5,25,2,Respondida,SCM,1
2147,41,4,1,2,Respondida,SCM,1
2148,673,4,25,35,Respondida,SCM,1
2149,307,4,25,7,Pendente,SCM,1
2150,470,1,25,9,Respondida,SCM,1
2151,679,6,25,4,Pendente,SCM,1
2152,641,6,21,4,Em Análise,SCM,1
2153,178,1,25,7,Respondida,SCM,1
2154,339,4,14,9,Respondida,SCM,1
2155,480,1,4,4,Respondida,SCM,1
2156,596,4,19,10,Respondida,SCM,1
2157,580,1,17,9,Respondida,SCM,1
2158,211,4,4,35,Pendente,SCM,1
2159,721,4,25,35,Respondida,SCM,1
2160,699,1,9,26,Em Análise,SCM,1
2161,592,2,10,35,Em Análise,SCM,1
2162,577,1,25,9,Pendente,SCM,1
2163,124,1,21,9,Pendente,SCM,1
2164,448,1,16,35,Respondida,SCM,1
2165,37,2,25,9,Respondida,SCM,1
2166,29,2,17,7,Pendente,SCM,1
2167,57,5,5,12,Em Análise,SCM,1
2168,729,4,9,2,Respondida,SCM,1
2169,115,4,17,35,Respondida,SCM,1
2170,140,4,11,4,Pendente,SCM,1
2171,492,5,25,4,Pendente,SCM,1
2172,560,5,17,9,Respondida,SCM,1
2173,499,1,25,35,Respondida,SCM,1
2174,98,6,21,35,Respondida,SCM,1
2175,606,5,25,7,Respondida,SCM,1
2176,588,2,21,35,Respondida,SCM,1
2177,187,1,19,35,Respondida,SCM,1
2178,315,3,4,35,Respondida,SCM,1
2179,371,4,25,9,Respondida,SCM,1
2180,240,1,16,4,Respondida,SCM,1
2181,605,1,13,9,Respondida,SCM,1
2182,440,4,16,4,Respondida,SCM,1
2183,154,4,10,4,Respondida,SCM,1
2184,651,1,17,26,Respondida,SCM,1
2185,668,2,5,9,Respondida,SCM,1
2186,494,4,19,9,Respondida,SCM,1
2187,367,1,25,35,Respondida,SCM,1
2188,208,1,6,2,Respondida,SCM,1
2189,182,1,17,4,Respondida,SCM,1
2190,536,5,5,4,Pendente,SCM,1
2191,303,1,13,35,Pendente,SCM,1
2192,296,5,25,35,Respondida,SCM,1
2193,664,1,19,2,Respondida,SCM,1
2194,289,4,17,4,Respondida,SCM,1
2195,556,4,19,10,Respondida,SCM,1
2196,227,1,16,2,Respondida,SCM,1
2197,388,5,11,4,Respondida,SCM,1
2198,336,5,4,4,Respondida,SCM,1
2199,196,4,9,35,Em Análise,SCM,1
2200,729,1,13,9,Respondida,SCM,1
2201,254,4,26,35,Pendente,SCM,1
2202,691,1,12,9,Respondida,SCM,1
2203,4,1,5,7,Respondida,SCM,1
2204,636,4,24,9,Em Análise,SCM,1
2205,613,4,8,2,Em Análise,SCM,1
2206,590,4,10,7,Respondida,SCM,1
2207,518,5,17,4,Respondida,SCM,1
2208,503,4,19,9,Respondida,SCM,1
2209,492,2,8,9,Pendente,SCM,1
2210,81,4,12,2,Respondida,SCM,1
2211,607,4,25,9,Respondida,SCM,1
2212,542,4,8,4,Respondida,SCM,1
2213,472,4,19,35,Pendente,SCM,1
2214,317,5,21,26,Pendente,SCM,1
2215,299,4,19,35,Respondida,SCM,1
2216,143,1,4,35,Em Análise,SCM,1
2217,108,2,13,7,Respondida,SCM,1
2218,495,4,17,4,Pendente,SCM,1
2219,413,6,13,35,Pendente,SCM,1
2220,75,1,6,2,Respondida,SCM,1
2221,166,4,25,2,Em Análise,SCM,1
2222,659,4,12,2,Respondida,SCM,1
2223,394,1,25,35,Pendente,SCM,1
2224,497,1,17,2,Respondida,SCM,1
2225,17,5,16,4,Respondida,SCM,1
2226,11,2,2,2,Respondida,SCM,1
2227,695,4,13,9,Em Análise,SCM,1
2228,356,4,25,4,Respondida,SCM,1
2229,382,4,16,35,Respondida,SCM,1
2230,46,4,25,35,Respondida,SCM,1
2231,10,1,16,35,Respondida,SCM,1
2232,494,2,21,2,Respondida,SCM,1
2233,182,5,13,7,Respondida,SCM,1
2234,308,5,25,4,Pendente,SCM,1
2235,588,5,25,35,Respondida,SCM,1
2236,642,4,13,35,Em Análise,SCM,1
2237,522,4,25,2,Respondida,SCM,1
2238,590,4,5,4,Pendente,SCM,1
2239,171,1,25,35,Respondida,SCM,1
2240,581,1,21,29,Respondida,SCM,1
2241,97,5,13,35,Respondida,SCM,1
2242,468,1,25,35,Respondida,SCM,1
2243,346,1,1,2,Respondida,SCM,1
2244,208,5,9,7,Respondida,SCM,1
2245,596,4,25,12,Respondida,SCM,1
2246,461,4,13,35,Respondida,SCM,1
2247,198,5,25,2,Respondida,SCM,1
2248,362,5,25,29,Respondida,SCM,1
2249,241,1,13,35,Respondida,SCM,1
2250,422,2,25,35,Respondida,SCM,1
2251,272,3,13,7,Respondida,SCM,1
2252,94,2,5,29,Respondida,SCM,1
2253,611,5,25,35,Respondida,SCM,1
2254,622,1,20,6,Respondida,SCM,1
2255,700,1,19,35,Respondida,SCM,1
2256,225,4,25,35,Respondida,SCM,1
2257,636,2,5,3,Em Análise,SCM,1
2258,729,1,23,4,Respondida,SCM,1
2259,521,4,19,9,Respondida,SCM,1
2260,344,4,25,35,Pendente,SCM,1
2261,7,5,26,4,Respondida,SCM,1
2262,321,1,13,12,Respondida,SCM,1
2263,125,4,24,7,Em Análise,SCM,1
2264,145,2,5,35,Pendente,SCM,1
2265,248,5,24,9,Respondida,SCM,1
2266,98,4,25,4,Respondida,SCM,1
2267,338,4,21,7,Respondida,SCM,1
2268,696,5,14,35,Respondida,SCM,1
2269,702,1,8,2,Respondida,SCM,1
2270,720,4,12,35,Respondida,SCM,1
2271,669,1,25,35,Pendente,SCM,1
2272,405,4,5,12,Respondida,SCM,1
2273,650,4,15,9,Respondida,SCM,1
2274,491,4,25,34,Respondida,SCM,1
2275,424,1,10,9,Pendente,SCM,1
2276,371,4,4,9,Respondida,SCM,1
2277,693,4,12,4,Respondida,SCM,1
2278,549,4,5,2,Respondida,SCM,1
2279,92,4,3,9,Em Análise,SCM,1
2280,278,1,10,8,Respondida,SCM,1
2281,433,1,16,2,Respondida,SCM,1
2282,166,5,20,4,Pendente,SCM,1
2283,430,2,9,35,Em Análise,SCM,1
2284,343,4,22,4,Respondida,SCM,1
2285,501,4,6,12,Respondida,SCM,1
2286,550,1,13,7,Respondida,SCM,1
2287,713,4,25,35,Pendente,SCM,1
2288,199,1,10,35,Respondida,SCM,1
2289,248,4,19,35,Respondida,SCM,1
2290,549,5,20,18,Respondida,SCM,1
2291,459,4,25,35,Respondida,SCM,1
2292,107,4,19,35,Pendente,SCM,1
2293,339,5,13,35,Respondida,SCM,1
2294,480,4,6,35,Respondida,SCM,1
2295,472,4,1,9,Respondida,SCM,1
2296,209,1,25,2,Respondida,SCM,1
2297,381,4,25,12,Respondida,SCM,1
2298,327,1,13,35,Respondida,SCM,1
2299,382,5,25,17,Respondida,SCM,1
2300,248,5,19,7,Pendente,SCM,1
2301,443,1,19,4,Respondida,SCM,1
2302,362,1,25,35,Pendente,SCM,1
2303,107,4,25,35,Respondida,SCM,1
2304,605,5,19,35,Respondida,SCM,1
2305,38,2,26,4,Pendente,SCM,1
2306,688,5,6,4,Pendente,SCM,1
2307,334,2,6,12,Em Análise,SCM,1
2308,316,5,9,35,Respondida,SCM,1
2309,571,4,9,35,Respondida,SCM,1
2310,238,1,2,9,Pendente,SCM,1
2311,564,4,25,4,Respondida,SCM,1
2312,441,1,4,4,Respondida,SCM,1
2313,215,4,13,35,Em Análise,SCM,1
2314,667,4,25,4,Em Análise,SCM,1
2315,549,5,15,9,Respondida,SCM,1
2316,572,1,8,4,Respondida,SCM,1
2317,233,5,25,35,Pendente,SCM,1
2318,312,1,25,35,Pendente,SCM,1
2319,652,4,8,35,Pendente,SCM,1
2320,334,4,21,35,Respondida,SCM,1
2321,169,2,21,7,Respondida,SCM,1
2322,145,4,17,12,Respondida,SCM,1
2323,596,4,13,35,Pendente,SCM,1
2324,565,5,13,7,Respondida,SCM,1
2325,415,5,16,4,Respondida,SCM,1
2326,417,1,4,12,Respondida,SCM,1
2327,351,1,8,35,Pendente,SCM,1
2328,492,3,25,35,Respondida,SCM,1
2329,170,4,5,9,Respondida,SCM,1
2330,21,1,14,2,Pendente,SCM,1
2331,395,1,25,12,Respondida,SCM,1
2332,653,1,25,7,Respondida,SCM,1
2333,664,2,6,4,Respondida,SCM,1
2334,494,1,27,4,Respondida,SCM,1
2335,476,4,16,9,Respondida,SCM,1
2336,424,4,16,9,Respondida,SCM,1
2337,199,4,6,4,Respondida,SCM,1
2338,555,5,21,35,Pendente,SCM,1
2339,457,4,19,9,Respondida,SCM,1
2340,604,4,17,35,Respondida,SCM,1
2341,273,4,7,9,Em Análise,SCM,1
2342,369,5,5,4,Pendente,SCM,1
2343,609,5,16,9,Pendente,SCM,1
2344,669,5,6,4,Respondida,SCM,1
2345,210,1,25,4,Respondida,SCM,1
2346,688,1,25,6,Respondida,SCM,1
2347,63,4,25,4,Pendente,SCM,1
2348,295,4,17,18,Respondida,SCM,1
2349,263,2,21,35,Respondida,SCM,1
2350,568,4,21,35,Pendente,SCM,1
2351,678,4,25,9,Respondida,SCM,1
2352,642,2,16,9,Em Análise,SCM,1
2353,408,4,19,9,Pendente,SCM,1
2354,265,1,15,35,Respondida,SCM,1
2355,719,4,5,7,Respondida,SCM,1
2356,516,5,20,2,Pendente,SCM,1
2357,603,1,25,9,Respondida,SCM,1
2358,661,2,9,35,Respondida,SCM,1
2359,568,5,21,9,Respondida,SCM,1
2360,670,5,13,9,Respondida,SCM,1
2361,170,5,25,9,Pendente,SCM,1
2362,613,5,13,35,Respondida,SCM,1
2363,168,1,19,35,Respondida,SCM,1
2364,730,1,11,4,Respondida,SCM,1
2365,29,5,9,9,Respondida,SCM,1
2366,362,4,17,35,Respondida,SCM,1
2367,37,2,13,7,Respondida,SCM,1
2368,665,4,19,9,Respondida,SCM,1
2369,588,4,25,9,Respondida,SCM,1
2370,245,4,19,35,Pendente,SCM,1
2371,712,5,19,35,Respondida,SCM,1
2372,561,1,13,9,Respondida,SCM,1
2373,293,1,19,35,Em Análise,SCM,1
2374,439,4,14,4,Respondida,SCM,1
2375,63,1,25,4,Pendente,SCM,1
2376,5,5,16,7,Pendente,SCM,1
2377,681,4,13,2,Pendente,SCM,1
2378,222,1,15,9,Respondida,SCM,1
2379,417,4,14,4,Respondida,SCM,1
2380,536,4,5,2,Respondida,SCM,1
2381,396,1,25,35,Respondida,SCM,1
2382,144,1,2,35,Em Análise,SCM,1
2383,208,2,25,7,Pendente,SCM,1
2384,302,5,13,4,Respondida,SCM,1
2385,360,4,21,35,Pendente,SCM,1
2386,273,4,14,35,Em Análise,SCM,1
2387,179,1,21,35,Respondida,SCM,1
2388,382,1,9,2,Respondida,SCM,1
2389,472,4,25,7,Respondida,SCM,1
2390,425,4,14,35,Pendente,SCM,1
2391,445,1,20,28,Respondida,SCM,1
2392,128,4,21,4,Respondida,SCM,1
2393,172,5,16,34,Pendente,SCM,1
2394,397,1,16,35,Respondida,SCM,1
2395,609,4,17,4,Respondida,SCM,1
2396,254,4,6,9,Respondida,SCM,1
2397,712,4,14,2,Respondida,SCM,1
2398,92,4,25,12,Respondida,SCM,1
2399,503,4,14,16,Respondida,SCM,1
2400,701,6,25,2,Pendente,SCM,1
2401,628,4,25,35,Respondida,SCM,1
2402,478,4,13,35,Respondida,SCM,1
2403,103,4,7,4,Respondida,SCM,1
2404,542,5,13,2,Respondida,SCM,1
2405,70,4,19,9,Em Análise,SCM,1
2406,339,4,13,35,Pendente,SCM,1
2407,304,2,19,35,Pendente,SCM,1
2408,355,4,16,35,Respondida,SCM,1
2409,361,4,21,35,Respondida,SCM,1
2410,670,5,19,35,Respondida,SCM,1
2411,463,4,5,35,Pendente,SCM,1
2412,379,4,9,9,Respondida,SCM,1
2413,410,4,21,35,Respondida,SCM,1
2414,581,2,27,9,Respondida,SCM,1
2415,229,4,16,35,Respondida,SCM,1
2416,31,4,13,29,Respondida,SCM,1
2417,217,4,18,35,Em Análise,SCM,1
2418,232,2,19,9,Respondida,SCM,1
2419,653,5,18,35,Em Análise,SCM,1
2420,468,4,25,4,Respondida,SCM,1
2421,685,4,21,35,Respondida,SCM,1
2422,150,5,17,35,Pendente,SCM,1
2423,546,5,8,7,Em Análise,SCM,1
2424,229,4,24,4,Pendente,SCM,1
2425,440,2,6,7,Em Análise,SCM,1
2426,729,4,19,35,Pendente,SCM,1
2427,320,3,5,35,Respondida,SCM,1
2428,523,1,19,2,Respondida,SCM,1
2429,310,1,17,9,Respondida,SCM,1
2430,638,4,25,4,Pendente,SCM,1
2431,550,4,8,9,Respondida,SCM,1
2432,617,1,13,9,Respondida,SCM,1
2433,324,5,25,35,Respondida,SCM,1
2434,612,1,5,7,Em Análise,SCM,1
2435,269,5,25,16,Respondida,SCM,1
2436,23,2,26,4,Respondida,SCM,1
2437,406,1,13,4,Respondida,SCM,1
2438,57,4,25,35,Pendente,SCM,1
2439,221,5,5,2,Em Análise,SCM,1
2440,514,4,25,35,Respondida,SCM,1
2441,306,2,15,9,Pendente,SCM,1
2442,689,4,13,35,Respondida,SCM,1
2443,623,5,24,4,Respondida,SCM,1
2444,642,5,13,29,Respondida,SCM,1
2445,666,5,1,7,Respondida,SCM,1
2446,532,4,5,35,Respondida,SCM,1
2447,358,5,11,35,Respondida,SCM,1
2448,666,3,25,4,Pendente,SCM,1
2449,56,4,19,35,Respondida,SCM,1
2450,120,4,25,4,Em Análise,SCM,1
2451,259,4,8,9,Respondida,SCM,1
2452,262,4,5,7,Respondida,SCM,1
2453,593,1,13,12,Respondida,SCM,1
2454,10,5,6,4,Respondida,SCM,1
2455,375,5,10,7,Em Análise,SCM,1
2456,448,4,25,4,Respondida,SCM,1
2457,213,1,20,35,Pendente,SCM,1
2458,233,4,20,4,Pendente,SCM,1
2459,228,4,19,26,Em Análise,SCM,1
2460,446,5,4,35,Respondida,SCM,1
2461,78,4,17,9,Respondida,SCM,1
2462,613,4,17,35,Respondida,SCM,1
2463,119,4,6,35,Respondida,SCM,1
2464,626,5,5,4,Respondida,SCM,1
2465,219,5,21,4,Respondida,SCM,1
2466,96,4,16,9,Respondida,SCM,1
2467,283,1,25,35,Respondida,SCM,1
2468,584,1,24,9,Respondida,SCM,1
2469,415,4,14,35,Pendente,SCM,1
2470,165,5,11,4,Respondida,SCM,1
2471,156,2,25,35,Pendente,SCM,1
2472,372,4,12,35,Respondida,SCM,1
2473,572,5,5,29,Respondida,SCM,1
2474,180,5,5,9,Respondida,SCM,1
2475,545,5,21,35,Respondida,SCM,1
2476,260,3,13,12,Respondida,SCM,1
2477,424,1,7,9,Respondida,SCM,1
2478,591,1,25,4,Em Análise,SCM,1
2479,74,5,25,35,Em Análise,SCM,1
2480,298,1,24,12,Respondida,SCM,1
2481,488,4,6,7,Respondida,SCM,1
2482,219,1,7,35,Respondida,SCM,1
2483,567,1,25,35,Pendente,SCM,1
2484,418,5,16,7,Em Análise,SCM,1
2485,298,4,13,2,Respondida,SCM,1
2486,435,1,6,4,Respondida,SCM,1
2487,614,4,25,4,Respondida,SCM,1
2488,689,4,14,35,Respondida,SCM,1
2489,509,5,17,4,Pendente,SCM,1
2490,92,4,9,9,Respondida,SCM,1
2491,634,4,16,35,Respondida,SCM,1
2492,563,5,20,9,Em Análise,SCM,1
2493,451,1,25,9,Em Análise,SCM,1
2494,191,1,13,4,Respondida,SCM,1
2495,228,5,17,9,Respondida,SCM,1
2496,507,6,16,7,Respondida,SCM,1
2497,348,4,23,35,Pendente,SCM,1
2498,289,3,4,4,Pendente,SCM,1
2499,148,5,4,4,Respondida,SCM,1
2500,730,4,5,4,Respondida,SCM,1
2501,488,1,16,12,Respondida,SCM,1
2502,145,4,6,2,Pendente,SCM,1
2503,597,2,25,35,Respondida,SCM,1
2504,582,4,14,7,Pendente,SCM,1
2505,196,5,25,35,Respondida,SCM,1
2506,343,4,19,35,Respondida,SCM,1
2507,342,5,5,35,Respondida,SCM,1
2508,7,2,13,35,Respondida,SCM,1
2509,725,5,16,4,Respondida,SCM,1
2510,110,2,25,4,Respondida,SCM,1
2511,675,5,5,2,Respondida,SCM,1
2512,564,1,13,4,Respondida,SCM,1
2513,558,3,8,9,Respondida,SCM,1
2514,346,4,19,2,Respondida,SCM,1
2515,62,5,19,4,Respondida,SCM,1
2516,271,5,20,9,Pendente,SCM,1
2517,540,4,18,4,Respondida,SCM,1
2518,19,5,17,12,Respondida,SCM,1
2519,716,2,5,4,Respondida,SCM,1
2520,175,4,21,2,Respondida,SCM,1
2521,435,2,25,4,Respondida,SCM,1
2522,464,4,13,4,Pendente,SCM,1
2523,188,4,6,35,Respondida,SCM,1
2524,275,4,13,9,Respondida,SCM,1
2525,177,1,16,4,Respondida,SCM,1
2526,61,4,27,35,Em Análise,SCM,1
2527,169,1,10,4,Respondida,SCM,1
2528,21,4,8,35,Respondida,SCM,1
2529,437,4,8,35,Respondida,SCM,1
2530,175,1,13,17,Respondida,SCM,1
2531,358,1,14,29,Respondida,SCM,1
2532,118,4,21,4,Respondida,SCM,1
2533,445,5,10,34,Respondida,SCM,1
2534,267,4,20,2,Respondida,SCM,1
2535,160,1,25,7,Respondida,SCM,1
2536,500,5,11,35,Pendente,SCM,1
2537,164,2,13,9,Respondida,SCM,1
2538,623,4,13,35,Respondida,SCM,1
2539,565,5,1,9,Pendente,SCM,1
2540,541,4,13,21,Respondida,SCM,1
2541,90,1,19,35,Em Análise,SCM,1
2542,381,2,16,11,Respondida,SCM,1
2543,606,4,15,29,Pendente,SCM,1
2544,582,5,12,26,Respondida,SCM,1
2545,525,5,9,4,Respondida,SCM,1
2546,387,1,22,35,Em Análise,SCM,1
2547,730,1,15,4,Respondida,SCM,1
2548,683,1,20,4,Respondida,SCM,1
2549,638,5,6,12,Respondida,SCM,1
2550,104,4,25,35,Respondida,SCM,1
2551,294,3,19,16,Pendente,SCM,1
2552,279,1,19,35,Respondida,SCM,1
2553,692,4,5,9,Respondida,SCM,1
2554,541,1,16,4,Respondida,SCM,1
2555,430,4,14,4,Respondida,SCM,1
2556,500,2,9,35,Respondida,SCM,1
2557,486,5,25,4,Respondida,SCM,1
2558,390,2,5,35,Pendente,SCM,1
2559,473,1,21,9,Respondida,SCM,1
2560,223,1,19,35,Pendente,SCM,1
2561,272,4,5,9,Pendente,SCM,1
2562,599,5,13,35,Respondida,SCM,1
2563,680,1,25,4,Pendente,SCM,1
2564,522,4,25,4,Em Análise,SCM,1
2565,119,5,12,9,Pendente,SCM,1
2566,294,4,26,12,Respondida,SCM,1
2567,365,4,9,35,Pendente,SCM,1
2568,304,4,17,12,Respondida,SCM,1
2569,220,4,21,2,Pendente,SCM,1
2570,236,4,6,7,Respondida,SCM,1
2571,275,4,13,4,Respondida,SCM,1
2572,718,1,5,35,Respondida,SCM,1
2573,535,4,6,16,Respondida,SCM,1
2574,441,5,24,35,Pendente,SCM,1
2575,60,4,13,35,Respondida,SCM,1
2576,177,1,5,35,Em Análise,SCM,1
2577,558,1,3,35,Respondida,SCM,1
2578,144,4,19,2,Respondida,SCM,1
2579,16,1,8,9,Respondida,SCM,1
2580,64,4,18,35,Em Análise,SCM,1
2581,78,4,16,9,Respondida,SCM,1
2582,533,4,8,9,Pendente,SCM,1
2583,453,4,25,4,Respondida,SCM,1
2584,355,1,25,7,Pendente,SCM,1
2585,440,1,17,35,Pendente,SCM,1
2586,136,4,18,2,Respondida,SCM,1
2587,394,4,17,9,Respondida,SCM,1
2588,42,1,25,7,Em Análise,SCM,1
2589,245,1,25,7,Pendente,SCM,1
2590,645,1,13,9,Respondida,SCM,1
2591,467,4,19,35,Respondida,SCM,1
2592,706,2,14,9,Respondida,SCM,1
2593,300,4,21,2,Respondida,SCM,1
2594,722,4,16,4,Em Análise,SCM,1
2595,538,4,5,2,Respondida,SCM,1
2596,155,4,24,35,Pendente,SCM,1
2597,691,4,24,35,Respondida,SCM,1
2598,545,2,19,4,Respondida,SCM,1
2599,7,5,20,12,Respondida,SCM,1
2600,190,5,17,4,Pendente,SCM,1
2601,473,4,24,2,Respondida,SCM,1
2602,284,6,9,7,Respondida,SCM,1
2603,375,5,25,2,Respondida,SCM,1
2604,698,1,19,35,Em Análise,SCM,1
2605,188,4,14,35,Respondida,SCM,1
2606,401,1,13,4,Respondida,SCM,1
2607,641,4,19,18,Respondida,SCM,1
2608,198,4,5,35,Respondida,SCM,1
2609,593,4,14,2,Respondida,SCM,1
2610,127,2,25,2,Pendente,SCM,1
2611,634,4,17,9,Respondida,SCM,1
2612,436,1,25,4,Respondida,SCM,1
2613,146,4,25,9,Respondida,SCM,1
2614,103,1,25,35,Pendente,SCM,1
2615,248,4,19,35,Pendente,SCM,1
2616,618,4,11,4,Respondida,SCM,1
2617,59,1,5,35,Em Análise,SCM,1
2618,334,2,13,9,Respondida,SCM,1
2619,370,1,12,34,Respondida,SCM,1
2620,356,1,14,2,Pendente,SCM,1
2621,500,1,24,4,Respondida,SCM,1
2622,725,4,25,35,Em Análise,SCM,1
2623,605,5,25,10,Em Análise,SCM,1
2624,542,4,14,12,Respondida,SCM,1
2625,166,4,18,34,Respondida,SCM,1
2626,684,1,16,4,Pendente,SCM,1
2627,246,5,19,35,Respondida,SCM,1
2628,165,4,25,35,Pendente,SCM,1
2629,545,4,5,12,Respondida,SCM,1
2630,544,4,10,35,Respondida,SCM,1
2631,442,5,5,35,Respondida,SCM,1
2632,602,5,20,12,Respondida,SCM,1
2633,557,1,5,29,Respondida,SCM,1
2634,497,1,19,35,Pendente,SCM,1
2635,11,4,6,12,Respondida,SCM,1
2636,513,5,7,35,Respondida,SCM,1
2637,544,4,5,35,Em Análise,SCM,1
2638,571,4,25,9,Respondida,SCM,1
2639,546,1,25,35,Pendente,SCM,1
2640,360,4,25,2,Pendente,SCM,1
2641,634,4,13,4,Respondida,SCM,1
2642,472,4,13,2,Respondida,SCM,1
2643,705,5,10,35,Em Análise,SCM,1
2644,408,1,10,12,Respondida,SCM,1
2645,403,4,16,12,Respondida,SCM,1
2646,286,4,17,35,Respondida,SCM,1
2647,105,4,21,2,Pendente,SCM,1
2648,521,5,10,35,Respondida,SCM,1
2649,421,5,19,17,Respondida,SCM,1
2650,267,4,12,9,Respondida,SCM,1
2651,643,1,19,35,Pendente,SCM,1
2652,49,1,21,35,Pendente,SCM,1
2653,599,4,25,2,Pendente,SCM,1
2654,707,1,25,35,Respondida,SCM,1
2655,51,5,25,12,Respondida,SCM,1
2656,532,1,25,9,Pendente,SCM,1
2657,689,5,16,9,Respondida,SCM,1
2658,497,1,21,35,Pendente,SCM,1
2659,628,4,6,2,Respondida,SCM,1
2660,646,4,22,35,Respondida,SCM,1
2661,178,1,19,4,Pendente,SCM,1
2662,31,5,19,10,Respondida,SCM,1
2663,253,4,9,7,Respondida,SCM,1
2664,251,4,11,9,Respondida,SCM,1
2665,105,1,25,34,Respondida,SCM,1
2666,318,5,1,2,Pendente,SCM,1
2667,576,5,5,35,Respondida,SCM,1
2668,357,4,4,35,Respondida,SCM,1
2669,119,5,20,35,Respondida,SCM,1
2670,334,4,14,12,Pendente,SCM,1
2671,335,4,15,4,Respondida,SCM,1
2672,18,1,25,2,Respondida,SCM,1
2673,510,5,10,35,Respondida,SCM,1
2674,57,4,25,7,Respondida,SCM,1
2675,615,5,2,4,Respondida,SCM,1
2676,428,1,25,9,Respondida,SCM,1
2677,100,1,11,9,Respondida,SCM,1
2678,376,1,25,7,Respondida,SCM,1
2679,702,4,4,35,Respondida,SCM,1
2680,358,4,21,4,Respondida,SCM,1
2681,497,4,21,35,Respondida,SCM,1
2682,42,1,24,9,Pendente,SCM,1
2683,330,1,11,9,Em Análise,SCM,1
2684,45,4,16,4,Respondida,SCM,1
2685,126,1,5,35,Pendente,SCM,1
2686,643,4,21,9,Em Análise,SCM,1
2687,614,1,25,7,Respondida,SCM,1
2688,469,1,12,4,Respondida,SCM,1
2689,214,2,16,12,Respondida,SCM,1
2690,481,4,5,9,Respondida,SCM,1
2691,159,4,25,9,Respondida,SCM,1
2692,83,6,5,7,Respondida,SCM,1
2693,301,1,16,9,Respondida,SCM,1
2694,32,1,19,7,Pendente,SCM,1
2695,568,4,17,4,Respondida,SCM,1
2696,104,4,16,9,Pendente,SCM,1
2697,517,5,13,35,Pendente,SCM,1
2698,265,1,19,4,Respondida,SCM,1
2699,123,5,12,9,Respondida,SCM,1
2700,309,1,14,4,Respondida,SCM,1
2701,226,4,25,7,Pendente,SCM,1
2702,485,1,19,35,Respondida,SCM,1
2703,676,4,17,9,Pendente,SCM,1
2704,372,5,19,29,Respondida,SCM,1
2705,28,4,21,4,Respondida,SCM,1
2706,138,4,19,2,Pendente,SCM,1
2707,24,4,16,4,Em Análise,SCM,1
2708,250,4,25,9,Respondida,SCM,1
2709,233,4,25,4,Pendente,SCM,1
2710,89,4,10,35,Respondida,SCM,1
2711,545,4,18,11,Respondida,SCM,1
2712,685,4,13,9,Respondida,SCM,1
2713,382,1,24,4,Em Análise,SCM,1
2714,451,4,13,4,Respondida,SCM,1
2715,592,1,16,7,Respondida,SCM,1
2716,606,4,26,10,Respondida,SCM,1
2717,420,4,15,35,Respondida,SCM,1
2718,107,4,25,35,Em Análise,SCM,1
2719,519,4,9,6,Respondida,SCM,1
2720,697,1,24,7,Respondida,SCM,1
2721,353,4,13,4,Respondida,SCM,1
2722,679,1,24,4,Respondida,SCM,1
2723,480,2,5,2,Respondida,SCM,1
2724,320,1,6,35,Pendente,SCM,1
2725,68,5,21,2,Respondida,SCM,1
2726,295,4,5,35,Em Análise,SCM,1
2727,377,1,5,4,Respondida,SCM,1
2728,715,1,17,35,Pendente,SCM,1
2729,282,1,9,9,Respondida,SCM,1
2730,718,4,17,4,Respondida,SCM,1
2731,621,4,10,7,Respondida,SCM,1
2732,500,1,25,9,Respondida,SCM,1
2733,513,1,16,35,Respondida,SCM,1
2734,328,4,6,35,Pendente,SCM,1
2735,255,5,21,9,Respondida,SCM,1
2736,268,1,13,35,Respondida,SCM,1
2737,655,4,16,12,Respondida,SCM,1
2738,509,2,19,34,Respondida,SCM,1
2739,724,4,6,35,Respondida,SCM,1
2740,216,5,13,2,Pendente,SCM,1
2741,323,2,19,4,Respondida,SCM,1
2742,573,5,25,35,Respondida,SCM,1
2743,100,1,25,9,Respondida,SCM,1
2744,120,3,10,35,Pendente,SCM,1
2745,52,5,25,9,Pendente,SCM,1
2746,593,4,5,2,Respondida,SCM,1
2747,667,1,19,4,Pendente,SCM,1
2748,135,4,19,2,Respondida,SCM,1
2749,543,4,19,9,Respondida,SCM,1
2750,391,4,17,35,Respondida,SCM,1
2751,699,2,7,35,Respondida,SCM,1
2752,453,1,5,9,Respondida,SCM,1
